,id,type,title,director,genres,overview,vote_average,vote_count
514,s6558,Movie,The Last Exorcism,Daniel Stamm,"['Horror Movies, Independent Movies, Thrillers']","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",5.6,328
515,s6603,Movie,The Little Prince,Mark Osborne,['Children & Family Movies'],"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.",7.6,756
516,s6605,Movie,The Little Vampire,"Richard Claus, Karsten Kiilerich",['Children & Family Movies'],An American kid obsessed with the undead befriends and offers to help a young vampire whose family is being targeted by a merciless vampire hunter.,6.1,77
517,s6607,Movie,The Lives of Others,Florian Henckel von Donnersmarck,"['Dramas, International Movies, Thrillers']","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.",7.9,958
518,s6614,Movie,The Longest Yard,Robert Aldrich,"['Classic Movies, Comedies, Sports Movies']",Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,6.2,785
519,s6615,Movie,The Longshots,Fred Durst,"['Comedies, Dramas, Sports Movies']","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",6.5,11
520,s6617,Movie,The Lord of the Rings: The Return of the King,Peter Jackson,"['Action & Adventure, Sci-Fi & Fantasy']","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",8.1,8064
521,s6618,Movie,The Lord of the Rings: The Two Towers,Peter Jackson,"['Action & Adventure, Sci-Fi & Fantasy']","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",8.0,7487
522,s6623,Movie,The Love Guru,Marco Schnabel,"['Comedies, Sports Movies']","Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",4.3,242
523,s6625,Movie,The Lovers,Azazel Jacobs,"['Comedies, Dramas, Independent Movies']","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",4.8,34
524,s6645,Movie,The Mask of Zorro,Martin Campbell,"['Action & Adventure, Romantic Movies']","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",6.3,1183
525,s6647,Movie,The Master,Paul Thomas Anderson,"['Dramas, Independent Movies']","A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",7.0,701
526,s6649,Movie,The Matrix,"Lilly Wachowski, Lana Wachowski","['Action & Adventure, Sci-Fi & Fantasy']","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",7.9,8907
527,s6650,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","['Action & Adventure, Sci-Fi & Fantasy']","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",6.7,3443
528,s6651,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","['Action & Adventure, Sci-Fi & Fantasy']",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,6.4,3096
529,s6659,Movie,The Men Who Stare at Goats,Grant Heslov,['Comedies'],"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk.""",5.9,742
530,s6679,TV Show,The Mist,,"['TV Dramas, TV Horror, TV Mysteries']","Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",6.7,1399
531,s6693,Movie,The Muppets,James Bobin,"['Children & Family Movies, Comedies']","When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it.",6.5,501
532,s6714,Movie,The Nut Job,Peter Lepeniotis,"['Children & Family Movies, Comedies']","When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter.",5.5,319
533,s6726,TV Show,The Order,,"['International TV Shows, TV Dramas, TV Horror']","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",4.8,91
534,s6727,Movie,The Original Kings of Comedy,Spike Lee,['Stand-Up Comedy'],"Director Spike Lee documents the last night of the hit comedy tour featuring comics Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac.",6.3,15
535,s6730,Movie,The Other Guys,Adam McKay,"['Action & Adventure, Comedies']",New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,6.1,1383
536,s6737,TV Show,The Outsiders,,"['Crime TV Shows, International TV Shows, Romantic TV Shows']",A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,6.9,291
537,s6745,Movie,The Peacemaker,Mimi Leder,['Action & Adventure'],"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",5.8,255
538,s6746,Movie,The Pelican Brief,Alan J. Pakula,"['Dramas, Thrillers']","When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",6.3,371
539,s6750,TV Show,The Perfect Match,,"['International TV Shows, Romantic TV Shows, TV Comedies']","A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.",5.2,42
540,s6753,Movie,The Perks of Being a Wallflower,Stephen Chbosky,"['Comedies, Dramas']",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,7.7,2968
541,s6754,Movie,The Phantom of the Opera,Joel Schumacher,"['Dramas, Music & Musicals, Romantic Movies']","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",7.0,438
542,s6758,Movie,The Pink Panther,Shawn Levy,"['Children & Family Movies, Comedies']",Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,5.6,550
543,s6763,Movie,The Place Beyond the Pines,Derek Cianfrance,"['Dramas, Independent Movies']",A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,6.8,1653
544,s6770,Movie,The Polar Express,Robert Zemeckis,['Children & Family Movies'],"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve.",6.4,1474
545,s6776,Movie,The Prince,Brian A. Miller,['Action & Adventure'],A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.,4.6,218
546,s6777,Movie,The Prince & Me,Martha Coolidge,"['Comedies, Romantic Movies']","A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito.",5.9,278
547,s6780,Movie,The Princess and the Frog,"Ron Clements, John Musker",['Children & Family Movies'],"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",6.7,1247
548,s6787,Movie,The Promise,Terry George,['Dramas'],"As the Ottoman Empire enters WWI, a love triangle involving an Armenian medical student, an artist and an American journalist takes a harrowing turn.",5.0,29
549,s6789,TV Show,The Protector,,"['International TV Shows, Romantic TV Shows, TV Action & Adventure']","Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",6.8,167
550,s6791,Movie,The Pursuit of Happyness,Gabriele Muccino,['Dramas'],"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",7.7,2525
551,s6794,Movie,The Queen,Frank Simon,"['Cult Movies, Documentaries, LGBTQ Movies']","From wartime drafts to evening gowns, this candid time capsule documents a 1967 beauty pageant that offers an inside look at competitive drag.",6.8,338
552,s6801,Movie,The Rainmaker,Francis Ford Coppola,"['Dramas, Thrillers']",A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,6.7,235
553,s6820,Movie,The Ridiculous 6,Frank Coraci,"['Action & Adventure, Comedies']","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",4.9,388
554,s6829,Movie,The River Wild,Curtis Hanson,['Action & Adventure'],"A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.",6.1,210
555,s6834,Movie,The Roommate,Christian E. Christiansen,['Thrillers'],"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",5.3,224
556,s6840,Movie,The Rugrats Movie,"Igor Kovalyov, Norton Virgien","['Children & Family Movies, Comedies']","When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",5.7,147
557,s6842,Movie,The Runaways,Floria Sigismondi,"['Dramas, Independent Movies, Music & Musicals']","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians.",6.3,254
558,s6847,Movie,The Saint,Ernie Barbarash,['Action & Adventure'],"Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",5.9,302
559,s6852,Movie,The Score,Frank Oz,"['Dramas, Thrillers']","Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House.",6.7,423
560,s6856,Movie,The Secret,"Raffi Ahmad, Arie Azis","['Horror Movies, International Movies']","Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital.",0.0,0
561,s6870,Movie,The Signal,"William Eubank, Will Eubank","['Sci-Fi & Fantasy, Thrillers']","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",5.8,631
562,s6881,Movie,The Smurfs,Raja Gosnell,"['Children & Family Movies, Comedies']","When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York.",5.5,1179
563,s6882,Movie,The Smurfs 2,Raja Gosnell,"['Children & Family Movies, Comedies']","Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties.",5.5,695
564,s6885,Movie,The Social Network,David Fincher,['Dramas'],Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.,7.1,3391
565,s6891,Movie,The Spectacular Now,James Ponsoldt,"['Dramas, Independent Movies, Romantic Movies']","Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.",6.8,1048
566,s6893,Movie,The Spiderwick Chronicles,Mark Waters,['Children & Family Movies'],"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",6.3,572
567,s6897,Movie,The Spy Next Door,Brian Levant,"['Action & Adventure, Children & Family Movies, Comedies']","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.",5.5,345
568,s6899,Movie,The Square,Jehane Noujaim,"['Documentaries, International Movies']","This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",7.8,55
569,s6900,Movie,The Squid and the Whale,Noah Baumbach,"['Comedies, Dramas, Independent Movies']",This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,6.9,226
570,s6921,Movie,The Talented Mr. Ripley,Anthony Minghella,"['Dramas, Thrillers']","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",7.0,767
571,s6923,TV Show,The Terminal,,"['International TV Shows, TV Dramas']","Social pressure, a complicated past and a clash of values beset the life of a businessman and his family.",7.0,1910
572,s6925,Movie,The Theory of Everything,James Marsh,"['Dramas, Romantic Movies']","As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane.",7.8,3311
573,s6931,Movie,The Time Machine,Simon Wells,"['Action & Adventure, Sci-Fi & Fantasy']","Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",5.8,631
574,s6932,Movie,The Time Traveler's Wife,Robert Schwentke,"['Dramas, Romantic Movies, Sci-Fi & Fantasy']","Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.",6.7,798
575,s6934,Movie,The Tourist,Florian Henckel von Donnersmarck,"['Action & Adventure, Romantic Movies']",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,6.0,1699
576,s6952,Movie,The Tuxedo,Kevin Donovan,"['Action & Adventure, Comedies']","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",5.3,483
577,s6957,Movie,The Ugly Truth,Robert Luketic,"['Comedies, Romantic Movies']","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",6.4,972
578,s6977,Movie,The Vatican Tapes,Mark Neveldine,"['Horror Movies, Thrillers']",A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,4.6,243
579,s6983,Movie,The Visit,Oyefunke Fayoyin,"['Dramas, Independent Movies, International Movies']","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",6.0,1360
580,s6989,Movie,The Water Diviner,Russell Crowe,"['Dramas, International Movies']","Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",6.8,431
581,s6991,Movie,The Waterboy,Frank Coraci,"['Comedies, Sports Movies']",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,5.9,512
582,s7004,Movie,The Witch,Robert Eggers,"['Horror Movies, Independent Movies']","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",6.3,1434
583,s7016,Movie,The World Is Not Enough,Michael Apted,['Action & Adventure'],"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",6.0,862
584,s7028,Movie,The Young Messiah,Cyrus Nowrasteh,"['Dramas, Faith & Spirituality']","Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth.",6.4,30
585,s7039,Movie,There Will Be Blood,Paul Thomas Anderson,"['Dramas, Independent Movies']","An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher.",7.9,1537
586,s7064,Movie,Three,Johnnie To,"['Action & Adventure, International Movies']","A master criminal engineers his own shooting during a police raid, then refuses treatment while awaiting rescue in a tense standoff at a hospital.",6.3,31
587,s7101,TV Show,Timeline,,"['Crime TV Shows, Docuseries, International TV Shows']","Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past.",5.4,318
588,s7143,Movie,Tomorrow Never Dies,Roger Spottiswoode,['Action & Adventure'],"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",6.0,925
589,s7163,Movie,Total Recall,Paul Verhoeven,"['Action & Adventure, Sci-Fi & Fantasy']","After getting a memory implant, working stiff Douglas Quaid discovers he might actually be a secret agent embroiled in a violent insurrection on Mars.",7.1,1710
590,s7183,Movie,Trainspotting,Danny Boyle,"['Comedies, Cult Movies, Dramas']","Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.",7.8,2655
591,s7187,Movie,Transcendence,Wally Pfister,"['Sci-Fi & Fantasy, Thrillers']",Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,5.9,2295
592,s7197,Movie,Trash,Stephen Daldry,"['Dramas, Independent Movies, Thrillers']","Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",7.1,242
593,s7208,Movie,Tremors,Ron Underwood,"['Comedies, Cult Movies, Horror Movies']","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",6.6,864
594,s7228,Movie,Triple 9,John Hillcoat,"['Dramas, Thrillers']",A group of dirty Atlanta cops blackmailed by the Russian mob plan a seemingly impossible heist that sets off an explosive chain reaction of violence.,5.6,797
595,s7239,TV Show,Troy,,"['British TV Shows, International TV Shows, Romantic TV Shows']","Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War.",6.9,2759
596,s7243,Movie,True Grit,Henry Hathaway,"['Classic Movies, Dramas']",Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,7.2,1668
597,s7259,Movie,Truth or Dare,Nick Simon,['Horror Movies'],"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",5.7,117
598,s7271,Movie,Turbo,David Soren,"['Children & Family Movies, Comedies']",A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,6.1,1074
599,s7276,Movie,Tusk,Kevin Smith,['Horror Movies'],"When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster.",5.1,366
600,s7289,Movie,Two Lovers and a Bear,Kim Nguyen,"['Dramas, Independent Movies, Romantic Movies']",A troubled couple living near the North Pole begins a perilous journey south in an attempt to find peace and vanquish ghosts from the past.,6.8,27
601,s7309,TV Show,Ultraviolet,,"['Crime TV Shows, International TV Shows, TV Dramas']",An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,4.8,458
602,s7315,Movie,Unaccompanied Minors,Paul Feig,"['Children & Family Movies, Comedies']","Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",5.4,66
603,s7322,Movie,Unbroken,Svati Chakravarty Bhatkal,"['Documentaries, International Movies']","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan.",7.3,1400
604,s7344,Movie,Underdogs,Juan José Campanella,"['Children & Family Movies, Sports Movies']","When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl.",6.0,122
605,s7347,Movie,Unfriended,Levan Gabriadze,"['Horror Movies, Thrillers']",Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.,5.5,1047
606,s7352,Movie,Unknown,Jaume Collet-Serra,"['Action & Adventure, Thrillers']","Liam Neeson stars as a man who regains consciousness after a car accident, only to discover that another man is impersonating him.",6.5,1265
607,s7364,TV Show,Unstoppable,,"['International TV Shows, Spanish-Language TV Shows, TV Dramas']",A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.,6.3,1165
608,s7368,Movie,Up in the Air,Jason Reitman,"['Comedies, Dramas, Romantic Movies']","Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie.",6.7,1205
609,s7380,Movie,V for Vendetta,James McTeigue,"['Action & Adventure, Dramas, Sci-Fi & Fantasy']","A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.",7.7,4442
610,s7389,TV Show,Vampires,,"['International TV Shows, TV Dramas, TV Horror']","A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",5.8,255
611,s7393,Movie,Vantage Point,Pete Travis,['Action & Adventure'],"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",6.2,716
612,s7461,Movie,Waiting...,Rob McKittrick,"['Comedies, Independent Movies']",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,6.2,237
613,s7474,TV Show,Wanderlust,,"['British TV Shows, International TV Shows, Romantic TV Shows']","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",5.3,394
614,s7475,TV Show,Wanted,,"['Crime TV Shows, International TV Shows, TV Dramas']",Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.,6.4,2528
615,s7476,Movie,War,Philip G. Atwell,['Action & Adventure'],"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.",6.0,414
616,s7479,Movie,War Horse,Steven Spielberg,['Dramas'],"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",7.0,992
617,s7484,TV Show,Warrior,,"['Crime TV Shows, International TV Shows, TV Dramas']",A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,7.7,1272
618,s7503,Movie,We Are Your Friends,Max Joseph,"['Dramas, Independent Movies, Music & Musicals']",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,6.3,658
619,s7546,Movie,What a Girl Wants,Dennie Gordon,"['Children & Family Movies, Comedies']","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",5.8,368
620,s7559,Movie,What Lies Beneath,Robert Zemeckis,"['Horror Movies, Thrillers']","When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",6.3,488
621,s7571,Movie,What's Eating Gilbert Grape,Lasse Hallström,"['Classic Movies, Dramas, Independent Movies']","In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",7.5,919
622,s7590,Movie,While We're Young,Noah Baumbach,"['Comedies, Dramas, Independent Movies']","A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work.",5.8,383
623,s7592,Movie,Whipped,Chandra Liow,"['Comedies, International Movies, Romantic Movies']",Four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.,3.1,11
624,s7597,Movie,White Fang,Alexandre Espigares,"['Children & Family Movies, Dramas']",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,6.5,135
625,s7624,Movie,Wild Wild West,Barry Sonnenfeld,"['Action & Adventure, Comedies, Sci-Fi & Fantasy']","Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.",5.1,1020
626,s7629,Movie,Willy Wonka & the Chocolate Factory,Mel Stuart,"['Children & Family Movies, Classic Movies, Comedies']",Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.,7.4,798
627,s7639,Movie,Winter's Bone,Debra Granik,"['Dramas, Independent Movies']","In this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety.",6.8,565
628,s7642,Movie,Wish I Was Here,Zach Braff,"['Comedies, Dramas, Independent Movies']","With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly.",6.4,300
629,s7652,TV Show,Wolf,,"['International TV Shows, TV Action & Adventure, TV Dramas']","Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",6.0,216
630,s7653,Movie,Wolves,Bart Freundlich,"['Dramas, Independent Movies, Sports Movies']",A promising high school basketball player has his eye on an Ivy League scholarship. But his father's secret addictions could ruin everything.,5.7,82
631,s7659,Movie,Woodstock,Barak Goodman,"['Documentaries, Music & Musicals']","For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.",7.1,66
632,s7668,Movie,World Trade Center,Oliver Stone,"['Action & Adventure, Dramas']","Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse.",5.9,447
633,s7682,Movie,Wyatt Earp,Lawrence Kasdan,['Action & Adventure'],"Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.",6.5,202
634,s7691,Movie,Y Tu Mamá También,Alfonso Cuarón,"['Dramas, Independent Movies, International Movies']","When rich teens Tenoch and Julio meet the alluring, older Luisa, they try to impress her with stories of a road trip, then convince her to join them.",7.3,315
635,s7706,Movie,Yes Man,Peyton Reed,"['Comedies, Romantic Movies']","After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",6.4,1813
636,s7715,Movie,Yoga Hosers,Kevin Smith,"['Comedies, Horror Movies, Independent Movies']","With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.",4.7,102
637,s7729,Movie,You Don't Mess with the Zohan,Dennis Dugan,"['Action & Adventure, Comedies']",An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.,5.5,1048
638,s7737,Movie,Young Adult,Jason Reitman,"['Comedies, Dramas, Independent Movies']","When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.",5.6,364
639,s7746,Movie,"Yours, Mine and Ours",Raja Gosnell,"['Children & Family Movies, Comedies']","When a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",6.2,26
640,s7759,Movie,Zack and Miri Make a Porno,Kevin Smith,"['Comedies, Independent Movies, Romantic Movies']",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,6.1,721
641,s7775,Movie,Zodiac,David Fincher,"['Cult Movies, Dramas, Thrillers']","A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.",7.3,2023
642,s7779,Movie,Zombieland,Ruben Fleischer,"['Comedies, Horror Movies']","Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.",7.2,3550
643,s7782,Movie,Zoom,Peter Hewitt,"['Children & Family Movies, Comedies']","Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.",4.9,135
