,id,type,title,director,genres,overview,vote_average,vote_count
141,s1998,Movie,Employee of the Month,Greg Coolidge,"['Comedies, Romantic Movies']",Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,5.3,153
142,s2003,Movie,End of Watch,David Ayer,['Action & Adventure'],"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",7.2,1170
143,s2019,Movie,Equilibrium,Kurt Wimmer,"['Action & Adventure, Dramas, Sci-Fi & Fantasy']","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.",6.9,1552
144,s2038,Movie,Evan Almighty,Tom Shadyac,"['Children & Family Movies, Comedies, Faith & Spirituality']","God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",5.3,1151
145,s2044,Movie,Event Horizon,Paul W.S. Anderson,"['Horror Movies, Sci-Fi & Fantasy']","After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",6.5,742
146,s2054,Movie,Evolution,Ivan Reitman,"['Comedies, Sci-Fi & Fantasy']","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",6.4,47
147,s2056,Movie,Ex Machina,Alex Garland,"['Dramas, Independent Movies, International Movies']","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",7.6,4737
148,s2060,Movie,Executive Decision,Stuart Baird,['Action & Adventure'],"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",5.8,256
149,s2065,Movie,Exit Wounds,Andrzej Bartkowiak,['Action & Adventure'],Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,5.3,110
150,s2136,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,"['Comedies, Cult Movies, Dramas']",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,7.2,1301
151,s2153,Movie,Fiddler on the Roof,Norman Jewison,"['Classic Movies, Dramas, Music & Musicals']","This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia.",7.4,134
152,s2164,Movie,Final Destination,James Wong,"['Cult Movies, Horror Movies, Thrillers']","After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",6.4,1378
153,s2165,Movie,Final Destination 2,David R. Ellis,"['Horror Movies, Thrillers']","On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.",5.9,1023
154,s2166,Movie,Final Destination 3,James Wong,['Horror Movies'],"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",5.8,974
155,s2201,Movie,Fiza,Khalid Mohamed,"['Dramas, International Movies, Music & Musicals']","Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.",6.1,7
156,s2203,Movie,Flash of Genius,Marc Abraham,['Dramas'],A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.,6.3,59
157,s2222,Movie,For Colored Girls,Tyler Perry,['Dramas'],This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.,7.0,22
158,s2243,TV Show,Forget Me Not,,"['International TV Shows, TV Dramas']","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",5.0,66
159,s2249,Movie,Four Christmases,Seth Gordon,"['Comedies, Romantic Movies']",A dating couple is forced to spend their first Christmas together visiting each of their four divorced parents – in a single day.,5.3,331
160,s2252,Movie,Four Weddings and a Funeral,Mike Newell,"['Classic Movies, Comedies, International Movies']","A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man.",6.6,632
161,s2256,Movie,Frances Ha,Noah Baumbach,"['Comedies, Dramas, Independent Movies']","Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",7.2,345
162,s2275,Movie,Free State of Jones,Gary Ross,"['Action & Adventure, Dramas']",A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,6.6,428
163,s2283,TV Show,Frequency,,"['Crime TV Shows, TV Dramas, TV Mysteries']","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",7.0,462
164,s2293,TV Show,From Dusk Till Dawn,,"['Classic & Cult TV, TV Action & Adventure, TV Horror']",Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,6.9,1603
165,s2296,Movie,From Paris with Love,Pierre Morel,"['Action & Adventure, International Movies']",A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.,6.1,675
166,s2303,Movie,Frozen River,Courtney Hunt,"['Dramas, Independent Movies']","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.",6.7,99
167,s2304,Movie,Fruitvale Station,Ryan Coogler,"['Dramas, Independent Movies']","This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009.",7.3,390
168,s2324,Movie,G-Force,Hoyt Yeatman,"['Children & Family Movies, Comedies']","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.",5.1,510
169,s2352,Movie,Gangs of New York,Martin Scorsese,['Dramas'],"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.",7.1,1910
170,s2383,Movie,Get Him to the Greek,Nicholas Stoller,"['Comedies, Music & Musicals']",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,5.9,612
171,s2388,TV Show,Get Shorty,,"['Crime TV Shows, TV Comedies, TV Dramas']",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,6.4,302
172,s2389,Movie,Get Smart,Peter Segal,"['Action & Adventure, Comedies']","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.",6.0,1051
173,s2400,Movie,Ghost Rider,Mark Steven Johnson,"['Action & Adventure, Sci-Fi & Fantasy']","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles.",5.2,1712
174,s2466,Movie,GoldenEye,Martin Campbell,['Action & Adventure'],"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",6.6,1174
175,s2482,Movie,Good Kill,Andrew Niccol,['Dramas'],"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",5.9,208
176,s2485,Movie,Good Luck Chuck,Mark Helfrich,"['Comedies, Romantic Movies']","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",5.5,444
177,s2494,Movie,GoodFellas,Martin Scorsese,"['Classic Movies, Dramas']",Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.,8.2,3128
178,s2499,TV Show,Goosebumps,,"[""Kids' TV, TV Thrillers""]",R.L. Stine's tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books.,6.2,995
179,s2503,Movie,Gosford Park,Robert Altman,"['Comedies, Dramas, International Movies']","In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.",6.8,246
180,s2506,Movie,Gothika,Mathieu Kassovitz,"['Horror Movies, Thrillers']","After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.",5.8,629
181,s2511,Movie,Gran Torino,Clint Eastwood,['Dramas'],A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.,7.8,3086
182,s2523,Movie,Grease,Randal Kleiser,"['Classic Movies, Comedies, Music & Musicals']",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,7.2,1581
183,s2533,Movie,Green Room,Jeremy Saulnier,"['Horror Movies, Thrillers']","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",6.7,683
184,s2578,Movie,"Hail, Caesar!","Ethan Coen, Joel Coen",['Comedies'],"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film.",5.7,1309
185,s2579,Movie,Hairspray,Adam Shankman,"['Children & Family Movies, Comedies, Music & Musicals']","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",6.5,709
186,s2631,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg","['Comedies, Cult Movies']",Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,6.2,497
187,s2632,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"['Comedies, Cult Movies']",Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,6.6,693
188,s2663,Movie,Haywire,Steven Soderbergh,['Action & Adventure'],A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,5.6,505
189,s2678,Movie,Heartbreakers,David Mirkin,"['Comedies, Romantic Movies']","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",5.7,254
190,s2692,Movie,Hellboy,Guillermo del Toro,"['Action & Adventure, Cult Movies, Sci-Fi & Fantasy']","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",6.5,2225
191,s2701,Movie,Her,Spike Jonze,"['Dramas, Romantic Movies, Sci-Fi & Fantasy']",Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,7.9,4097
192,s2708,Movie,Hero,Corey Yuen,"['Action & Adventure, International Movies']","A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",7.2,635
193,s2723,Movie,Hide and Seek,Liu Jie,"['International Movies, Thrillers']","While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",6.1,440
194,s2738,Movie,Highway,Imtiaz Ali,"['Action & Adventure, Dramas, International Movies']","City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated.",5.6,37
195,s2756,Movie,Hit & Run,"David Palmer, Dax Shepard","['Action & Adventure, Comedies, Romantic Movies']","Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.",5.5,224
196,s2757,Movie,Hitch,Andy Tennant,"['Comedies, Romantic Movies']","Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",6.4,1665
197,s2800,Movie,Hook,Steven Spielberg,['Children & Family Movies'],"Peter Pan, now grown up and a workaholic, must return to Neverland to save his kids from the clutches of vengeful pirate Captain Hook.",6.6,1532
198,s2802,Movie,Hop,Tim Hill,"['Children & Family Movies, Comedies']",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,5.5,331
199,s2824,Movie,Hot Rod,Akiva Schaffer,"['Comedies, Sports Movies']",Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,6.3,313
200,s2827,Movie,Hotel for Dogs,Thor Freudenthal,"['Children & Family Movies, Comedies']","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",5.7,202
201,s2829,TV Show,Hotel Transylvania,,"[""Kids' TV, TV Comedies""]","With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film.",6.8,2566
202,s2832,Movie,House at the End of the Street,Mark Tonderai,"['Horror Movies, Thrillers']",Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.,5.6,555
203,s2840,Movie,How the Grinch Stole Christmas,Ron Howard,"['Children & Family Movies, Comedies']",The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,6.2,1386
204,s2852,Movie,How to Train Your Dragon 2,Dean DeBlois,['Children & Family Movies'],"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",7.6,3106
205,s2854,Movie,Howards End,James Ivory,"['Classic Movies, Dramas, Independent Movies']","When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity.",6.9,95
206,s2858,Movie,Hugo,Martin Scorsese,"['Children & Family Movies, Dramas']","Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny.",7.0,2141
207,s2879,Movie,Hustle & Flow,Craig Brewer,"['Dramas, Independent Movies, Music & Musicals']",A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,6.9,99
208,s2907,Movie,I Am Wrath,Chuck Russell,"['Action & Adventure, Dramas']","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",4.5,179
209,s2910,Movie,I Don't Know How She Does It,Douglas McGrath,['Comedies'],"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.",5.0,141
210,s2951,Movie,Imagine That,Karey Kirkpatrick,"['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",5.7,134
211,s2956,TV Show,Immortals,,"['International TV Shows, TV Dramas, TV Horror']","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",5.7,880
212,s2975,Movie,In the Shadow of the Moon,Jim Mickle,"['Dramas, Sci-Fi & Fantasy, Thrillers']",A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,7.6,31
213,s2980,Movie,Inception,Christopher Nolan,"['Action & Adventure, Sci-Fi & Fantasy, Thrillers']","In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.",8.1,13752
214,s2991,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"['Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy']","Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",5.7,2495
215,s2992,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,"['Action & Adventure, Children & Family Movies, Classic Movies']","Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",7.6,3152
216,s2994,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,"['Action & Adventure, Children & Family Movies, Classic Movies']","Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",7.1,2781
217,s2998,Movie,Inglourious Basterds,Quentin Tarantino,['Action & Adventure'],"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",7.9,6430
218,s3007,Movie,Inkheart,Iain Softley,"['Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy']","Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",6.0,592
219,s3020,Movie,Insidious,James Wan,"['Horror Movies, Thrillers']","Hoping to leave their haunted house behind, a suburban family moves to a new place, only to learn the home wasn't haunted... but their eldest son is.",6.8,1737
220,s3021,TV Show,Inspector Gadget,,"[""Crime TV Shows, Kids' TV, TV Comedies""]","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate.",4.3,318
221,s3024,Movie,Instructions Not Included,Eugenio Derbez,"['Comedies, Dramas, International Movies']","Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",7.5,205
222,s3035,Movie,Into the Wild,Sean Penn,"['Action & Adventure, Dramas, Independent Movies']",A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,7.8,3045
223,s3043,Movie,Invictus,Clint Eastwood,"['Dramas, Sports Movies']","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",7.0,1125
224,s3050,Movie,Ip Man 3,Wilson Yip,"['Action & Adventure, Dramas, International Movies']","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion.",6.5,379
225,s3054,TV Show,Iris,,"['International TV Shows, Korean TV Shows, TV Action & Adventure']",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,6.2,47
226,s3104,Movie,Jackie Brown,Quentin Tarantino,"['Dramas, Thrillers']","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",7.3,1514
227,s3131,Movie,Jay and Silent Bob Strike Back,Kevin Smith,"['Comedies, Cult Movies']","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",6.4,480
228,s3158,Movie,Jersey Boys,Clint Eastwood,"['Dramas, Music & Musicals']","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",6.8,255
229,s3180,Movie,Jimmy Neutron: Boy Genius,John A. Davis,"['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",5.6,231
230,s3203,Movie,John Carter,Andrew Stanton,"['Action & Adventure, Sci-Fi & Fantasy']","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",6.1,2124
231,s3226,Movie,Joy,Sudabeh Mortezai,"['Dramas, Independent Movies, International Movies']","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",6.4,1581
232,s3238,Movie,Julie & Julia,Nora Ephron,"['Comedies, Dramas']","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",6.6,560
233,s3244,Movie,Jumping the Broom,Salim Akil,"['Comedies, Romantic Movies']","After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.",6.0,56
234,s3246,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","['Action & Adventure, Sci-Fi & Fantasy']",A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,5.2,2768
235,s3257,Movie,Justin Bieber: Never Say Never,Jon M. Chu,"['Documentaries, Music & Musicals']","Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",4.8,154
236,s3263,Movie,K-19: The Widowmaker,Kathryn Bigelow,"['Action & Adventure, Dramas']","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",6.1,264
237,s3281,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"['Dramas, International Movies, Romantic Movies']","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",6.1,42
238,s3315,Movie,Kate & Leopold,James Mangold,"['Comedies, Romantic Movies']",A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,6.0,418
239,s3344,Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",['Stand-Up Comedy'],"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",7.7,43
240,s3345,Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",['Stand-Up Comedy'],"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",7.1,95
241,s3367,Movie,Kickboxer: Vengeance,John Stockwell,['Action & Adventure'],"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.",4.5,99
242,s3376,Movie,Kill Bill: Vol. 1,Quentin Tarantino,['Action & Adventure'],"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",7.7,4949
243,s3377,Movie,Kill Bill: Vol. 2,Quentin Tarantino,['Action & Adventure'],"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",7.6,3948
244,s3384,Movie,Kill the Messenger,Michael Cuesta,"['Dramas, Thrillers']","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation.",6.6,355
245,s3391,Movie,Killers,Robert Luketic,"['Action & Adventure, Comedies, Romantic Movies']","After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.",5.7,772
246,s3393,Movie,Killing Them Softly,Andrew Dominik,['Dramas'],"When a couple low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",5.8,742
247,s3400,Movie,King's Ransom,Jeffrey W. Byrd,"['Action & Adventure, Comedies']","A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.",5.1,14
248,s3405,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly","['Comedies, Cult Movies, Sports Movies']","After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.",6.7,244
249,s3414,Movie,Kiss the Girls,Gary Fleder,['Thrillers'],A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,6.2,345
250,s3427,Movie,Knowing,Alex Proyas,"['Sci-Fi & Fantasy, Thrillers']",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,5.9,1486
251,s3465,Movie,Kung Fu Hustle,Stephen Chow,"['Action & Adventure, Comedies, Cult Movies']","Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.",7.2,831
252,s3488,Movie,La Bamba,Luis Valdez,"['Classic Movies, Dramas, Music & Musicals']","The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",6.8,116
253,s3517,Movie,Lady in the Water,M. Night Shyamalan,"['Sci-Fi & Fantasy, Thrillers']","When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",5.3,409
254,s3551,TV Show,Laws of Attraction,,"['International TV Shows, Romantic TV Shows, TV Comedies']","Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",5.6,104
255,s3552,Movie,Layer Cake,Matthew Vaughn,"['Independent Movies, International Movies, Thrillers']",A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.,7.0,559
256,s3558,Movie,Leap Year,Anand Tucker,"['Comedies, Romantic Movies']","Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.",6.4,465
257,s3568,Movie,Left Behind,Vic Armstrong,"['Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy']","After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.",3.7,392
258,s3570,Movie,Legend,Brian Helgeland,"['Dramas, International Movies, Thrillers']",Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,6.7,973
259,s3571,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,['Children & Family Movies'],"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",6.5,703
260,s3578,Movie,Legion,Scott Stewart,"['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']",A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,5.2,629
261,s3604,Movie,Les Misérables,Tom Hooper,"['Dramas, International Movies, Music & Musicals']","The musical version of Victor Hugo's epic tale of love and sacrifice, first produced for the stage in 1985, now receives the big-screen treatment.",7.1,1884
262,s3647,Movie,Lincoln,Steven Spielberg,['Dramas'],"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.",6.7,1429
263,s3667,Movie,Little Nicky,Steve Brill,['Comedies'],"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.",5.2,438
264,s3696,Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,"['Action & Adventure, Comedies, Independent Movies']","Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt.",7.5,1648
265,s3701,Movie,Lockout,"James Mather, Steve Saint Leger","['Action & Adventure, International Movies, Sci-Fi & Fantasy']",A government agent wrongly accused of a crime gets a shot at freedom if he can engineer a high-risk rescue mission to outer space.,5.8,715
266,s3705,Movie,Logan's Run,Michael Anderson,"['Action & Adventure, Classic Movies, Cult Movies']","In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.",6.6,269
267,s3708,Movie,Lolita,Stanley Kubrick,"['Classic Movies, Dramas, Romantic Movies']","In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.",7.3,395
268,s3734,TV Show,Lost in Space,,"['TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy']","After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",5.0,388
269,s3764,Movie,Love Jones,Theodore Witcher,"['Comedies, Dramas, Independent Movies']","In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",8.1,12
270,s3795,Movie,Loving Annabelle,Katherine Brooks,"['Dramas, Independent Movies, LGBTQ Movies']",An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,6.4,55
271,s3836,Movie,Machete Kills,Robert Rodriguez,['Action & Adventure'],Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.,5.3,631
272,s3838,Movie,Mad Max,George Miller,"['Action & Adventure, Classic Movies, Cult Movies']","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",6.6,1213
273,s3840,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",['Comedies'],A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,5.9,140
274,s3844,Movie,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath","['Children & Family Movies, Comedies']","A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",6.2,1810
275,s3861,Movie,Magnolia,Paul Thomas Anderson,"['Dramas, Independent Movies']","Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",7.5,825
276,s3908,TV Show,Maniac,,"['TV Comedies, TV Dramas, TV Mysteries']",Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,6.0,316
